Id,Name,Platform,Funds Reserved($),Max Bounty($),Total Paid($),Turnaround(Mins),Languages,Product Types,Registered, Last Updated,Sources,References,
"",Angle,Hats finance,0.0,22758,28448,,,,,,,,https://github.com/williamf6131/solodit_content/,https://github.com/solodit/solodit_content,a7ccc88620b0ed0074bbf1870a50d32a6a03abc0dca96afeb37fbe59b343ff3d
